"code_ogr","libelle_appellation_long","libelle_appellation_court","code_rome","transition_eco","transition_num","transition_demo","emploi_reglemente","emploi_cadre","classification","origine","code_rome_parent","peu_usite"
"200148","Chief Technical Officer - CTO","Chief Technical Officer - CTO","M1803","Emploi stratégique pour la Transition écologique","O","","","","SYNONYME","","M1802","N"
"200149","Project Manager","Project Manager","M1828","Emploi Blanc","O","","","","SYNONYME","","M1803","N"
"200150","Développeur / Développeuse front-end","Développeur / Développeuse front-end","M1855","Emploi Blanc","O","","","","SYNONYME","","M1805","N"
"200151","Développeur / Développeuse back-end","Développeur / Développeuse back-end","M1855","Emploi Blanc","O","","","","SYNONYME","","M1805","N"
"200152","Project Management Officer - PMO","Project Management Officer - PMO","M1828","Emploi Blanc","O","","","","SYNONYME","","M1806","N"
"200180","Conseiller / Conseillère en gestion de patrimoine immobilier","Conseiller / Conseillère en gestion patrimoine immobilier","C1205","Emploi Blanc","","","","","SYNONYME","","C1205","N"
"200181","Manager de centre-ville","Manager de centre-ville","K1802","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","K1802","N"
"200182","Contrôleur / Contrôleuse de gestion sociale","Contrôleur / Contrôleuse de gestion sociale","M1204","Emploi Blanc","","","","O","SYNONYME","","M1204","N"
"200200","Ostéopathe animalier / Ostéopathe animalière","Ostéopathe animalier / Ostéopathe animalière","A1507","Emploi Blanc","","","O","","PRINCIPALE","","A1504","N"
"200201","Assistant / Assistante galeriste","Assistant / Assistante galeriste","D1233","Emploi Blanc","","","","","SYNONYME","","D1201","N"
"200202","Socio-coiffeur / Socio-coiffeuse","Socio-coiffeur / Socio-coiffeuse","D1217","Emploi Blanc","","","","","PRINCIPALE","","D1202","N"
"200203","Interface de communication","Interface de communication","K1205","Emploi Blanc","","","","","SYNONYME","","K1205","O"
"200204","Catalogueur / Catalogueuse","Catalogueur / Catalogueuse","K1601","Emploi Blanc","","","","","SYNONYME","","K1601","N"
"200220","Destination Wedding planner","Destination Wedding planner","E1117","Emploi Blanc","","","","","SYNONYME","","E1107","N"
"403634","Conseiller / Conseillère en gestion de patrimoine","Conseiller / Conseillère en gestion de patrimoine","C1205","Emploi Blanc","","","","","PRINCIPALE","","C1205","N"
"403635","Conseiller patrimonial / Conseillère patrimoniale","Conseiller patrimonial / Conseillère patrimoniale","C1205","Emploi Blanc","","","","","SYNONYME","","C1205","N"
"403636","Ingénieur / Ingénieure en gestion patrimoniale","Ingénieur / Ingénieure en gestion patrimoniale","C1205","Emploi Blanc","","","","","SYNONYME","","C1205","N"
"403637","Conseiller / Conseillère en gestion d'actifs","Conseiller / Conseillère en gestion d'actifs","C1205","Emploi Blanc","","","","","SYNONYME","","C1205","N"
"403638","Gestionnaire clientèle patrimoniale","Gestionnaire clientèle patrimoniale","C1205","Emploi Blanc","","","","","SYNONYME","","C1205","N"
"403639","Courtier / Courtière en gestion de patrimoine","Courtier / Courtière en gestion de patrimoine","C1208","Emploi Blanc","","","","","SYNONYME","","C1206","N"
"403640","Chargé / Chargée de clientèle de courtage","Chargé / Chargée de clientèle de courtage","C1208","Emploi Blanc","","","","","SYNONYME","","C1206","N"
"403641","Courtier / Courtière en banque","Courtier / Courtière en banque","C1208","Emploi Blanc","","","","","PRINCIPALE","","C1206","N"
"403642","Courtier / Courtière en crédit","Courtier / Courtière en crédit","C1208","Emploi Blanc","","","","","SYNONYME","","C1206","N"
"403643","Courtier / Courtière en prêt","Courtier / Courtière en prêt","C1208","Emploi Blanc","","","","","SYNONYME","","C1206","N"
"403644","Responsable d'agence en gestion locative","Responsable d'agence en gestion locative","C1505","Emploi Blanc","","","","O","SYNONYME","","C1504","N"
"403645","Chef / Cheffe d'agence immobilière","Chef / Cheffe d'agence immobilière","C1505","Emploi Blanc","","","","O","SYNONYME","","C1504","N"
"403646","Directeur / Directrice d'agence immobilière","Directeur / Directrice d'agence immobilière","C1505","Emploi Blanc","","","","O","SYNONYME","","C1504","N"
"403647","Manager transaction service","Manager transaction service","C1505","Emploi Blanc","","","","O","SYNONYME","","C1504","N"
"403648","Responsable de location immobilière","Responsable de location immobilière","C1505","Emploi Blanc","","","","O","SYNONYME","","C1504","N"
"403649","Manager d'agence immobilière","Manager d'agence immobilière","C1505","Emploi Blanc","","","","O","SYNONYME","","C1504","N"
"403650","Représentant commercial / Représentante commerciale","Représentant commercial / Représentante commerciale","D1410","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403651","Attaché commercial / Attachée commerciale","Attaché commercial / Attachée commerciale","D1410","Emploi Blanc","","","","","PRINCIPALE","","D1401","N"
"403652","Délégué commercial / Déléguée commerciale","Délégué commercial / Déléguée commerciale","D1410","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403653","Responsable grand compte","Responsable grand compte","D1410","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403654","Commercial / Commerciale","Commercial / Commerciale","D1410","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403655","VRP","VRP","D1410","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403656","Assistant commercial / Assistante commerciale et appels d'offres","Assistant commercial / Assistante commerciale et AO","D1401","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403657","Assistant commercial / Assistante commerciale sédentaire","Assistant commercial / Assistante commerciale sédentaire","D1401","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403658","Assistant / Assistante de direction commerciale","Assistant / Assistante de direction commerciale","D1401","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403659","Assistant / Assistante de gestion commerciale","Assistant / Assistante de gestion commerciale","D1401","Emploi Blanc","","","","","SYNONYME","","D1401","N"
"403660","Assistant / Assistante e-commerce","Assistant / Assistante e-commerce","D1438","Emploi Blanc","O","","","","PRINCIPALE","","D1401","N"
"403661","Chargé d'affaires technico-commercial / Chargée d'affaires technico-commerciale","Chargé(e) d'affaires technico-commercial(e)","D1407","Emploi Blanc","","","","","SYNONYME","","D1407","N"
"403662","Technico-commercial / Technico-commerciale grands comptes","Technico-commercial / Technico-commerciale grands comptes","D1407","Emploi Blanc","","","","","SYNONYME","","D1407","N"
"403663","Commercial / Commerciale technique","Commercial / Commerciale technique","D1407","Emploi Blanc","","","","","SYNONYME","","D1407","N"
"403664","Chargé / Chargée de comptes","Chargé / Chargée de comptes","D1407","Emploi Blanc","","","","","SYNONYME","","D1407","N"
"403665","Animateur / Animatrice des ventes","Animateur / Animatrice des ventes","D1501","Emploi Blanc","","","","","PRINCIPALE","","D1501","N"
"403666","Animateur / Animatrice de réseau","Animateur / Animatrice de réseau","D1501","Emploi Blanc","","","","","SYNONYME","","D1501","N"
"403667","Directeur / Directrice responsable de secteur commercial","Directeur / Directrice responsable de secteur commercial","D1510","Emploi Blanc","","","","","SYNONYME","","D1509","N"
"403668","Responsable univers dans la distribution","Responsable univers dans la distribution","D1510","Emploi Blanc","","","","","SYNONYME","","D1509","N"
"403669","Chef / Cheffe de secteur commercial","Chef / Cheffe de secteur commercial","D1510","Emploi Blanc","","","","","SYNONYME","","D1509","N"
"403670","Segment manager","Segment manager","D1510","Emploi Blanc","","","","","SYNONYME","","D1509","N"
"403671","Directeur / Directrice de la communication institutionnelle","Directeur / Directrice de la communication institutionnelle","E1109","Emploi Blanc","","","","O","SYNONYME","","E1103","N"
"403672","Directeur / Directrice marketing et communication","Directeur / Directrice marketing et communication","E1109","Emploi Blanc","","","","O","SYNONYME","","E1103","N"
"403673","Responsable communication interne et externe","Responsable communication interne et externe","E1109","Emploi Blanc","","","","O","SYNONYME","","E1103","N"
"403674","Responsable événementiel et communication événementielle","Responsable événementiel et communication événementielle","E1107","Emploi Blanc","","","","O","SYNONYME","","E1107","N"
"403675","Chargé / Chargée responsable de projet événementiel","Chargé / Chargée responsable de projet événementiel","E1107","Emploi Blanc","","","","O","SYNONYME","","E1107","N"
"403676","Chargé / Chargée de communication événementielle","Chargé / Chargée de communication événementielle","E1107","Emploi Blanc","","","","O","SYNONYME","","E1107","N"
"403677","Chargé / Chargée de mission événementiel","Chargé / Chargée de mission événementiel","E1107","Emploi Blanc","","","","O","SYNONYME","","E1107","N"
"403678","Event manager","Event manager","E1107","Emploi Blanc","","","","O","SYNONYME","","E1107","N"
"403679","Responsable décoration et aménagement","Responsable décoration et aménagement","F1139","Emploi Blanc","","","","","SYNONYME","","F1102","N"
"403680","Concepteur / Conceptrice agencement","Concepteur / Conceptrice agencement","F1140","Emploi Blanc","","","","","PRINCIPALE","","F1102","N"
"403681","Chef / Cheffe de projet agencement","Chef / Cheffe de projet agencement","F1140","Emploi Blanc","","","","","SYNONYME","","F1102","N"
"403682","Décorateur / Décoratrice","Décorateur / Décoratrice","F1139","Emploi Blanc","","","","","SYNONYME","","F1102","N"
"403683","Agenceur / Agenceuse","Agenceur / Agenceuse","F1140","Emploi Blanc","","","","","SYNONYME","","F1102","N"
"403684","Dessinateur-projeteur / Dessinatrice-projeteuse enveloppe du bâtiment","Dessinateur(trice)-Projeteur(euse) enveloppe du bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1104","N"
"403685","Dessinateur / Dessinatrice bureau d'études enveloppe du bâtiment","Dessinateur(trice) bureau d'études enveloppe du bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1104","N"
"403686","Dessinateur / Dessinatrice exécution enveloppe du bâtiment","Dessinateur / Dessinatrice exécution enveloppe du bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1104","N"
"403687","Technicien / Technicienne bureau d'études bâtiment","Technicien / Technicienne bureau d'études bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1104","N"
"403688","Dessinateur / Dessinatrice enveloppe du bâtiment","Dessinateur / Dessinatrice enveloppe du bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","PRINCIPALE","","F1104","N"
"403689","Projeteur / Projeteuse enveloppe du bâtiment","Projeteur(teuse) enveloppe du bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1104","N"
"403690","BIM Modeleur / BIM Modeleuse enveloppe du bâtiment","BIM Modeleur / BIM Modeleuse enveloppe du bâtiment","F1110","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1104","N"
"403691","Ingénieur / Ingénieure génie civil en ouvrage d'hydraulique","Ingénieur / Ingénieure génie civil en ouvrage d'hydraulique","F1111","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","F1106","N"
"403692","Ingénieur / Ingénieure génie civil bâtiment industriel","Ingénieur / Ingénieure génie civil bâtiment industriel","F1111","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","F1106","N"
"403693","Ingénieur / Ingénieure génie civil en ouvrage d'art","Ingénieur / Ingénieure génie civil en ouvrage d'art","F1111","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","F1106","N"
"403694","Ingénieur / Ingénieure travaux génie civil","Ingénieur / Ingénieure travaux génie civil","F1111","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","F1106","N"
"403695","Ingénieur / Ingénieure VRD","Ingénieur / Ingénieure VRD","F1111","Emploi stratégique pour la Transition écologique","","","","O","SYNONYME","","F1106","N"
"403696","Ingénieur / Ingénieure conception assistée par ordinateur","Ingénieur / Ingénieure conception assistée par ordinateur","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
"403697","Ingénieur / Ingénieure de développement d'algorithmes","Ingénieur / Ingénieure de développement d'algorithmes","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
"403698","Ingénieur / Ingénieure modélisation et simulation","Ingénieur / Ingénieure modélisation et simulation","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
"403699","Ingénieur calculateur / Ingénieure calculatrice","Ingénieur calculateur / Ingénieure calculatrice","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
"403700","Projeteur / Projeteuse calculateur en structure","Projeteur / Projeteuse calculateur en structure","F1112","Emploi Blanc","","","","","SYNONYME","","F1106","N"
"403701","Ingénieur / Ingénieure recherche «calculs CFD»","Ingénieur / Ingénieure recherche «calculs CFD»","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
"403702","Ingénieur concepteur / Ingénieure conceptrice","Ingénieur concepteur / Ingénieure conceptrice","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
"403703","Ingénieur / Ingénieure calcul et structure","Ingénieur / Ingénieure calcul et structure","F1112","Emploi Blanc","","","","O","PRINCIPALE","","F1106","N"
"403704","Ingénieur / Ingénieure calcul scientifique","Ingénieur / Ingénieure calcul scientifique","F1112","Emploi Blanc","","","","O","SYNONYME","","F1106","N"
