"code_rome","code_rome_cible","numero_ordre"
"I1504","I1304","2"
"I1504","I1505","1"
"I1504","K2111","8"
"I1505","F1116","6"
"I1505","F1122","3"
"I1505","H1225","4"
"I1505","H1303","9"
"I1505","H1306","7"
"I1505","H2702","5"
"I1505","I1504","1"
"I1505","I1507","2"
"I1505","K2309","8"
"I1506","A1102","4"
"I1506","A1201","5"
"I1506","F1202","1"
"I1506","F1618","6"
"I1506","G1405","9"
"I1506","G1412","10"
"I1506","K2203","3"
"I1506","M1302","2"
"I1506","N1108","7"
"I1506","N4401","8"
"I1507","F1116","2"
"I1507","F1122","3"
"I1507","H1225","4"
"I1507","H1303","9"
"I1507","H1309","6"
"I1507","H2702","5"
"I1507","I1304","1"
"I1507","K2111","7"
"I1507","K2502","8"
"I1508","F1204","1"
"I1508","F1206","4"
"I1508","F1622","5"
"I1508","F1625","8"
"I1508","F1709","6"
"I1508","F1710","7"
"I1508","I1315","10"
"I1508","I1503","2"
"I1508","I1507","3"
"I1508","K2309","9"
"I1601","D1204","5"
"I1601","D1211","8"
"I1601","G1104","10"
"I1601","H2601","2"
"I1601","H2906","3"
"I1601","I1605","1"
"I1601","I1611","6"
"I1601","M1302","7"
"I1601","N1105","9"
"I1601","N3203","4"
"I1602","H1209","4"
"I1602","I1304","2"
"I1602","I1310","3"
"I1602","I1320","7"
"I1602","I1605","1"
"I1602","I1613","5"
"I1602","I1616","6"
"I1602","K2114","8"
"I1602","M1402","9"
"I1603","A1102","8"
"I1603","A1201","9"
"I1603","I1301","10"
"I1603","I1304","1"
"I1603","I1604","7"
"I1603","I1605","4"
"I1603","I1607","3"
"I1603","I1616","6"
"I1603","I1618","5"
"I1603","I1620","2"
"I1604","C1113","5"
"I1604","D1204","6"
"I1604","D1404","7"
"I1604","H2703","8"
"I1604","I1103","9"
"I1604","I1603","3"
"I1604","I1612","1"
"I1604","I1613","10"
"I1604","I1615","4"
"I1604","I1617","2"
"I1605","I1601","3"
"I1605","I1602","1"
"I1605","I1603","2"
"I1605","I1604","4"
"I1605","I1607","5"
"I1605","I1618","6"
"I1605","I1620","7"
"I1606","D1204","5"
"I1606","D1404","4"
"I1606","E1302","7"
"I1606","H2602","8"
"I1606","H2705","9"
"I1606","H3404","3"
"I1606","I1103","2"
"I1606","I1604","1"
"I1606","I1610","10"
"I1606","N4401","6"
"I1607","D1204","6"
"I1607","D1404","7"
"I1607","I1402","4"
"I1607","I1603","3"
"I1607","I1604","1"
"I1607","I1605","5"
"I1607","I1606","2"
"I1607","I1608","8"
"I1607","I1618","9"
"I1607","I1619","10"
"I1608","D1204","1"
"I1608","D1404","2"
"I1608","I1402","3"
"I1608","I1507","4"
"I1608","I1603","5"
"I1608","I1604","10"
"I1608","I1605","6"
"I1608","I1606","7"
"I1608","K2304","8"
"I1608","N1105","9"
"I1609","D1204","6"
"I1609","D1404","7"
"I1609","D1407","8"
"I1609","F1606","12"
"I1609","H1504","13"
"I1609","H2301","1"
"I1609","H2705","2"
"I1609","H2901","15"
"I1609","H3401","14"
"I1609","H3404","3"
"I1609","I1103","9"
"I1609","I1604","4"
"I1609","I1606","5"
"I1609","N1101","10"
"I1609","N4401","11"
"I1610","D1204","3"
"I1610","D1404","4"
"I1610","D1407","8"
"I1610","H1301","7"
"I1610","H1521","1"
"I1610","H2502","9"
"I1610","H2705","2"
"I1610","I1103","5"
"I1610","K2111","10"
"I1610","N4401","6"
"I1611","H2410","4"
"I1611","H2420","5"
"I1611","H2422","6"
"I1611","H2704","1"
"I1611","H3404","9"
"I1611","I1202","10"
"I1611","I1604","2"
"I1611","I1606","8"
"I1611","I1607","3"
"I1611","I1614","7"
"I1612","H2302","1"
"I1612","H2703","2"
"I1612","H2705","3"
"I1612","I1103","9"
"I1612","I1304","4"
"I1612","I1313","5"
"I1612","I1316","6"
"I1612","I1320","7"
"I1612","I1615","8"
"I1613","A1101","1"
"I1613","A1102","2"
"I1613","D1204","3"
"I1613","D1404","4"
"I1613","I1103","5"
"I1613","I1402","6"
"I1613","I1605","7"
"I1613","I1606","8"
"I1613","I1615","9"
"I1613","K2111","11"
"I1613","N1114","10"
"I1614","H1504","9"
"I1614","H1506","8"
"I1614","H2414","6"
"I1614","H2415","7"
"I1614","H3404","1"
"I1614","I1604","2"
"I1614","I1606","3"
"I1614","I1609","5"
"I1614","I1610","4"
"I1615","A1101","1"
"I1615","D1204","2"
"I1615","D1404","3"
"I1615","G1708","4"
"I1615","H2703","5"
"I1615","I1312","6"
"I1615","I1402","7"
"I1615","I1604","8"
"I1615","I1612","9"
"I1615","N4130","10"
"I1616","F1301","9"
"I1616","H1521","7"
"I1616","H2703","8"
"I1616","I1103","10"
"I1616","I1301","3"
"I1616","I1310","4"
"I1616","I1602","5"
"I1616","I1605","2"
"I1616","I1610","1"
"I1616","I1613","6"
"I1617","D1204","1"
"I1617","D1404","2"
"I1617","H1510","3"
"I1617","H1511","4"
"I1617","H2703","5"
"I1617","I1205","6"
"I1617","I1402","7"
"I1617","I1604","8"
"I1617","I1612","10"
"I1617","I1615","9"
"I1618","H2602","1"
"I1618","I1107","9"
"I1618","I1204","2"
"I1618","I1402","3"
"I1618","I1507","4"
"I1618","I1603","5"
"I1618","I1604","6"
"I1618","I1605","7"
"I1618","I1607","8"
"I1618","I1620","10"
"I1618","N1109","11"
"I1619","D1204","8"
"I1619","D1404","12"
"I1619","H2705","3"
"I1619","I1107","2"
"I1619","I1205","9"
"I1619","I1402","1"
"I1619","I1603","4"
"I1619","I1604","7"
"I1619","I1607","6"
"I1619","I1612","10"
"I1619","I1615","11"
"I1619","I1620","5"
"I1620","I1301","3"
"I1620","I1304","4"
"I1620","I1310","5"
"I1620","I1602","6"
"I1620","I1603","7"
"I1620","I1605","2"
"I1620","I1610","1"
"I1620","K1724","9"
"I1620","K2111","8"
"I1621","D1223","9"
"I1621","H2901","8"
"I1621","H2902","7"
"I1621","I1606","1"
"I1621","I1608","2"
"I1621","I1609","3"
"I1621","I1610","4"
"I1621","I1614","5"
"I1621","I1625","6"
"I1621","I1626","10"
"I1622","D1404","9"
"I1622","I1107","8"
"I1622","I1604","4"
"I1622","I1610","7"
"I1622","I1612","1"
"I1622","I1617","2"
"I1622","I1624","6"
"I1622","I1627","3"
"I1622","K1724","5"
"I1622","K2111","10"
"I1623","C1113","2"
"I1623","D1223","3"
"I1623","D1421","7"
"I1623","D1425","8"
"I1623","D1427","9"
"I1623","D1430","10"
"I1623","D1437","4"
"I1623","I1118","5"
"I1623","I1612","1"
"I1623","N4130","6"
"I1624","D1426","10"
"I1624","D1430","9"
"I1624","I1107","5"
"I1624","I1605","8"
"I1624","I1613","1"
"I1624","I1616","3"
"I1624","I1617","6"
"I1624","I1618","2"
"I1624","I1620","4"
"I1624","I1623","7"
"I1625","C1113","8"
"I1625","D1223","10"
"I1625","H3305","5"
"I1625","I1103","6"
"I1625","I1606","1"
"I1625","I1609","3"
"I1625","I1611","9"
"I1625","I1621","2"
"I1625","I1626","4"
"I1625","K2111","7"
"I1626","H2901","4"
"I1626","H2902","5"
"I1626","I1103","8"
"I1626","I1606","6"
"I1626","I1609","1"
"I1626","I1614","2"
"I1626","I1621","7"
"I1626","I1625","3"
"I1626","K2111","9"
"I1627","D1404","5"
"I1627","D1434","2"
"I1627","I1103","7"
"I1627","I1107","8"
"I1627","I1108","9"
"I1627","I1109","10"
"I1627","I1607","1"
"I1627","I1612","4"
"I1627","I1617","6"
"I1627","K2111","3"
"I1628","A1214","6"
"I1628","D1221","7"
"I1628","D1223","8"
"I1628","D1305","5"
"I1628","D1404","9"
"I1628","I1115","3"
"I1628","I1117","4"
"I1628","I1619","2"
"I1628","K2111","1"
"I1629","D1223","7"
"I1629","D1303","8"
"I1629","D1407","9"
"I1629","I1604","2"
"I1629","I1606","1"
"I1629","I1608","3"
"I1629","I1610","4"
"I1629","I1611","5"
"I1629","K2111","6"
"I1629","N1110","10"
"J1101","D1412","7"
"J1101","E1106","6"
"J1101","H1105","10"
"J1101","J1102","4"
"J1101","J1107","8"
"J1101","K1402","3"
"J1101","K1407","9"
"J1101","K2108","5"
"J1101","M1402","1"
"J1101","M1412","2"
"J1102","H1105","8"
"J1102","J1101","3"
"J1102","K1220","6"
"J1102","K1402","4"
"J1102","K1403","5"
"J1102","K1411","2"
"J1102","K1415","7"
"J1102","K2108","10"
"J1102","M1617","1"
"J1102","M1880","9"
"J1103","J1101","7"
"J1103","J1105","1"
"J1103","J1410","6"
"J1103","K1220","8"
"J1103","K1407","2"
"J1103","K1415","3"
"J1103","K1421","4"
"J1103","K2108","5"
"J1104","D1405","7"
"J1104","J1304","4"
"J1104","J1501","1"
"J1104","J1503","6"
"J1104","J1504","5"
"J1104","J1505","10"
"J1104","J1506","3"
"J1104","J1507","2"
"J1104","K2111","8"
"J1104","M1617","9"
"J1105","J1101","1"
"J1105","J1102","2"
"J1105","J1201","3"
"J1105","K1301","4"
"J1105","K1402","6"
"J1105","K1403","5"
"J1105","K2108","7"
"J1105","K2402","8"
"J1106","H1512","6"
"J1106","H1514","7"
"J1106","H1517","8"
"J1106","H1519","3"
"J1106","K2111","4"
"J1106","M1709","2"
"J1106","M1712","5"
"J1106","M1713","1"
"J1107","J1101","1"
"J1107","J1102","2"
"J1107","J1105","3"
"J1107","J1412","4"
"J1107","K1402","7"
"J1107","K1407","6"
"J1107","K2111","5"
"J1107","M1402","8"
"J1108","E1106","6"
"J1108","J1101","4"
"J1108","J1102","5"
"J1108","J1105","1"
"J1108","J1502","9"
"J1108","K1402","2"
"J1108","K2108","8"
"J1108","K2109","7"
"J1108","K2402","3"
"J1108","M1402","10"
"J1109","J1101","1"
"J1109","J1102","2"
"J1109","J1105","3"
"J1109","J1107","4"
"J1109","K1402","7"
"J1109","K1407","5"
"J1109","K2111","6"
"J1109","M1402","8"
"J1110","C1106","6"
"J1110","E1106","1"
"J1110","H1215","5"
"J1110","K1403","7"
"J1110","K2108","2"
"J1110","K2402","3"
"J1110","K2405","4"
"J1110","M1402","8"
"J1111","D1412","6"
"J1111","E1106","1"
"J1111","J1502","3"
"J1111","K1402","5"
"J1111","K1403","2"
"J1111","K1407","8"
"J1111","K2108","4"
"J1111","M1402","7"
"J1112","J1105","4"
"J1112","J1115","5"
"J1112","J1117","3"
"J1112","J1119","1"
"J1112","K1415","6"
"J1112","K1421","9"
"J1112","K2108","8"
"J1112","K2401","2"
"J1112","K2405","7"
"J1113","J1105","2"
"J1113","J1114","10"
"J1113","J1119","3"
"J1113","J1123","1"
"J1113","J1129","4"
"J1113","K1407","5"
"J1113","K1415","6"
"J1113","K1421","7"
"J1113","K2108","9"
"J1113","K2405","8"
"J1114","D1412","8"
"J1114","J1101","4"
"J1114","J1102","10"
"J1114","J1105","2"
"J1114","J1116","1"
"J1114","J1123","3"
"J1114","J1502","6"
"J1114","K1415","7"
"J1114","K2108","9"
"J1114","K2405","5"
"J1115","H1211","5"
"J1115","J1107","7"
"J1115","J1109","3"
"J1115","J1119","1"
"J1115","J1129","2"
"J1115","J1502","6"
"J1115","K1415","4"
"J1115","K2108","8"
"J1116","J1101","2"
"J1116","J1105","1"
"J1116","J1502","3"
"J1116","K1403","5"
"J1116","K1411","6"
"J1116","K1415","4"
"J1116","K2108","7"
"J1117","J1101","2"
"J1117","J1105","4"
"J1117","J1120","1"
"J1117","J1123","3"
"J1117","J1502","5"
"J1117","K1411","7"
"J1117","K1415","6"
"J1117","K2108","9"
"J1117","K2405","8"
"J1118","J1101","2"
"J1118","J1114","9"
"J1118","J1123","1"
"J1118","J1128","10"
"J1118","J1502","6"
"J1118","K1403","3"
"J1118","K1411","5"
"J1118","K1415","4"
"J1118","K2108","8"
"J1118","K2111","7"
"J1119","H1105","9"
"J1119","H1211","2"
"J1119","H1517","10"
"J1119","J1122","1"
"J1119","J1123","6"
"J1119","J1502","7"
"J1119","K1403","3"
"J1119","K1411","5"
"J1119","K1415","4"
"J1119","K2108","8"
"J1120","H1105","10"
"J1120","H1218","6"
"J1120","J1101","4"
"J1120","J1117","1"
"J1120","J1119","2"
"J1120","J1123","3"
"J1120","J1502","9"
"J1120","K1403","7"
"J1120","K1415","8"
"J1120","K2108","5"
"J1121","G1222","5"
"J1121","J1105","3"
"J1121","J1119","1"
"J1121","J1123","2"
"J1121","J1502","9"
"J1121","K1220","10"
"J1121","K1415","7"
"J1121","K1421","8"
"J1121","K2108","4"
"J1121","K2405","6"
"J1122","H1105","5"
"J1122","J1108","3"
"J1122","J1502","9"
"J1122","K1402","2"
"J1122","K1403","4"
"J1122","K1411","1"
"J1122","K1414","6"
"J1122","K1415","7"
"J1122","M1880","8"
"J1123","H1105","7"
"J1123","J1101","5"
"J1123","J1126","2"
"J1123","K1220","6"
"J1123","K1402","4"
"J1123","K1403","8"
"J1123","K1411","3"
"J1123","K1414","9"
"J1123","M1617","1"
"J1124","H1105","5"
"J1124","J1105","2"
"J1124","J1502","8"
"J1124","K1402","3"
"J1124","K1403","4"
"J1124","K1411","1"
"J1124","K1414","7"
"J1124","K1415","6"
"J1124","K2108","9"
"J1125","D1411","5"
"J1125","H1222","7"
"J1125","J1123","1"
"J1125","J1128","9"
"J1125","J1132","10"
"J1125","K1411","3"
"J1125","K2108","2"
"J1125","M1407","8"
"J1125","M1708","4"
"J1125","M1712","6"
"J1126","J1101","2"
"J1126","J1105","5"
"J1126","J1107","4"
"J1126","J1124","10"
"J1126","K1220","6"
"J1126","K1402","3"
"J1126","K1403","7"
"J1126","K1411","1"
"J1126","K1415","8"
"J1126","M1880","9"
"J1127","H1105","8"
"J1127","J1101","3"
"J1127","K1220","6"
"J1127","K1402","4"
"J1127","K1403","5"
"J1127","K1411","2"
"J1127","K1415","7"
"J1127","K2108","10"
"J1127","M1617","1"
"J1127","M1880","9"
"J1128","H1105","7"
"J1128","J1101","3"
"J1128","J1108","5"
"J1128","K1402","4"
"J1128","K1403","6"
"J1128","K1411","2"
"J1128","K1415","8"
"J1128","K2108","9"
"J1128","M1617","1"
"J1129","H1105","4"
"J1129","H1213","9"
"J1129","K1220","1"
"J1129","K1403","2"
"J1129","K1411","3"
"J1129","K1414","5"
"J1129","K1415","6"
"J1129","K2404","8"
"J1129","M1880","7"
"J1130","H1105","7"
"J1130","J1123","8"
"J1130","J1502","3"
"J1130","K1220","4"
"J1130","K1402","9"
"J1130","K1403","2"
"J1130","K1411","1"
"J1130","K1414","5"
"J1130","K1415","6"
"J1131","H1105","3"
"J1131","K1220","1"
"J1131","K1403","7"
"J1131","K1411","2"
"J1131","K1414","4"
"J1131","K1415","5"
"J1131","K2108","8"
"J1131","M1880","6"
"J1132","H1105","4"
"J1132","K1220","9"
"J1132","K1402","8"
"J1132","K1403","2"
"J1132","K1411","7"
"J1132","K1414","10"
"J1132","K1415","3"
"J1132","K2108","1"
"J1132","M1617","6"
"J1132","M1880","5"
"J1133","H1105","7"
"J1133","K1220","5"
"J1133","K1402","3"
"J1133","K1403","4"
"J1133","K1411","2"
"J1133","K1414","10"
"J1133","K1415","6"
"J1133","K2108","9"
"J1133","M1617","1"
"J1133","M1880","8"
"J1134","H1105","6"
"J1134","J1101","3"
"J1134","K1402","4"
"J1134","K1403","5"
"J1134","K1411","2"
"J1134","K1414","8"
"J1134","K1415","7"
"J1134","K2108","9"
"J1134","M1617","1"
"J1135","H1105","6"
"J1135","J1108","3"
"J1135","J1132","10"
"J1135","J1502","5"
"J1135","K1402","2"
"J1135","K1403","4"
"J1135","K1411","1"
"J1135","K1414","7"
"J1135","K1415","8"
"J1135","K2404","9"
"J1201","H1214","3"
"J1201","H1215","7"
"J1201","H1218","8"
"J1201","H1517","10"
"J1201","J1203","9"
"J1201","J1204","1"
"J1201","K2108","2"
"J1201","K2402","6"
"J1201","K2404","4"
"J1201","K2405","5"
"J1202","H1104","5"
"J1202","H1105","3"
"J1202","H1215","7"
"J1202","H1507","4"
"J1202","H1509","6"
"J1202","H1513","9"
"J1202","H1514","10"
"J1202","J1201","2"
"J1202","K2405","8"
"J1202","M1617","1"
"J1203","H1104","7"
"J1203","H1218","2"
"J1203","H1507","6"
"J1203","J1204","1"
"J1203","K2108","8"
"J1203","K2111","3"
"J1203","M1402","4"
"J1203","M1408","9"
"J1203","M1828","5"
"J1204","H1104","7"
"J1204","H1218","2"
"J1204","H1507","6"
"J1204","J1203","1"
"J1204","K2111","3"
"J1204","M1402","4"
"J1204","M1408","8"
"J1204","M1828","5"
"J1301","D1203","1"
"J1301","G1501","10"
"J1301","J1304","6"
"J1301","J1305","4"
"J1301","J1308","3"
"J1301","J1309","2"
"J1301","J1501","5"
"J1301","K1208","7"
"J1301","K1305","9"
"J1301","M1609","8"
"J1302","H1503","6"
"J1302","J1201","5"
"J1302","J1303","1"
"J1302","J1305","2"
"J1302","J1307","4"
"J1302","J1504","3"
"J1303","D1405","1"
"J1303","D1412","4"
"J1303","D1428","3"
"J1303","D1436","5"
"J1303","J1302","7"
"J1303","K1220","6"
"J1303","K2111","9"
"J1303","M1609","2"
"J1303","M1621","8"
"J1304","J1104","3"
"J1304","J1501","2"
"J1304","J1507","1"
"J1304","K1202","4"
"J1304","K1303","7"
"J1304","K1307","6"
"J1304","K1308","5"
"J1305","D1405","6"
"J1305","D1436","8"
"J1305","G1215","5"
"J1305","J1303","7"
"J1305","J1501","1"
"J1305","J1502","3"
"J1305","K1220","2"
"J1305","K1414","4"
"J1305","K2111","9"
"J1306","H1105","6"
"J1306","J1201","9"
"J1306","J1303","8"
"J1306","J1403","5"
"J1306","J1404","3"
"J1306","J1408","4"
"J1306","J1502","2"
"J1306","K1220","1"
"J1306","K2108","7"
"J1307","D1413","8"
"J1307","H1308","3"
"J1307","J1202","1"
"J1307","J1311","9"
"J1307","J1502","5"
"J1307","K1220","4"
"J1307","K1906","10"
"J1307","K2404","6"
"J1307","M1703","2"
"J1307","M1709","7"
"J1308","J1301","3"
"J1308","J1305","4"
"J1308","J1309","2"
"J1308","J1501","1"
"J1308","J1504","5"
"J1308","K1301","6"
"J1308","K1302","7"
"J1308","K2601","8"
"J1309","J1301","4"
"J1309","J1303","6"
"J1309","J1305","5"
"J1309","J1308","3"
"J1309","J1501","1"
"J1309","J1504","2"
"J1309","K1304","10"
"J1309","K2201","7"
"J1309","K2204","8"
"J1309","N1105","9"
"J1310","J1301","7"
"J1310","J1303","3"
"J1310","J1305","1"
"J1310","J1308","8"
"J1310","J1311","2"
"J1310","J1501","5"
"J1310","J1506","4"
"J1310","K1705","6"
"J1310","N4102","9"
"J1311","J1301","2"
"J1311","J1302","8"
"J1311","J1305","7"
"J1311","J1308","1"
"J1311","J1501","10"
"J1311","K2111","9"
"J1311","N2207","5"
"J1311","N4102","3"
"J1311","N4125","4"
"J1311","N4204","6"
"J1312","D1405","6"
"J1312","J1103","1"
"J1312","J1303","2"
"J1312","J1309","3"
"J1312","J1401","10"
"J1312","J1406","8"
"J1312","J1410","4"
"J1312","J1501","9"
"J1312","K1220","7"
"J1312","M1609","5"
"J1401","H1105","7"
"J1401","H1211","4"
"J1401","J1130","3"
"J1401","J1405","9"
"J1401","J1406","1"
"J1401","J1409","8"
"J1401","J1410","2"
"J1401","K1220","6"
"J1401","K1414","5"
"J1402","E1102","3"
"J1402","E1106","1"
"J1402","G1215","8"
"J1402","H1105","7"
"J1402","H1207","6"
"J1402","K1103","5"
"J1402","K1414","9"
"J1402","K2111","4"
"J1402","K2401","2"
"J1403","J1407","1"
"J1403","J1412","2"
"J1403","J1413","3"
"J1403","K1105","5"
"J1403","K1415","9"
"J1403","K2113","7"
"J1403","M1412","6"
"J1403","M1510","8"
"J1403","N4108","4"
"J1404","G1215","10"
"J1404","G1218","5"
"J1404","G1405","7"
"J1404","J1403","4"
"J1404","J1408","1"
"J1404","J1411","9"
"J1404","J1412","2"
"J1404","J1413","3"
"J1404","K1404","8"
"J1404","K2111","6"
"J1405","E1113","1"
"J1405","H1105","7"
"J1405","H2502","2"
"J1405","J1401","4"
"J1405","J1407","3"
"J1405","J1502","6"
"J1405","K1220","5"
"J1405","K1414","8"
"J1405","M1880","9"
"J1406","E1106","8"
"J1406","H1105","10"
"J1406","J1407","9"
"J1406","J1412","2"
"J1406","J1413","5"
"J1406","K1103","4"
"J1406","K1104","3"
"J1406","K2111","1"
"J1406","K2404","7"
"J1406","M1609","6"
"J1407","H1105","5"
"J1407","J1401","2"
"J1407","J1405","1"
"J1407","J1502","9"
"J1407","K1220","4"
"J1407","K1411","3"
"J1407","K1414","6"
"J1407","K1415","7"
"J1407","M1880","8"
"J1408","G1208","5"
"J1408","G1215","6"
"J1408","G1233","4"
"J1408","H1105","3"
"J1408","J1406","8"
"J1408","J1502","2"
"J1408","K1106","9"
"J1408","K1414","1"
"J1408","M1412","7"
"J1409","G1208","1"
"J1409","H1105","3"
"J1409","H1211","8"
"J1409","J1403","9"
"J1409","J1502","4"
"J1409","K1220","2"
"J1409","K1403","5"
"J1409","K1414","6"
"J1409","K1415","7"
"J1410","G1222","4"
"J1410","H1105","8"
"J1410","H1211","5"
"J1410","J1312","3"
"J1410","J1401","1"
"J1410","J1406","2"
"J1410","K1220","7"
"J1410","K1414","6"
"J1410","M1880","9"
"J1411","G1215","5"
"J1411","G1220","4"
"J1411","H1105","6"
"J1411","H1222","3"
"J1411","H2502","1"
"J1411","H2503","2"
"J1411","J1502","8"
"J1411","K1220","9"
"J1411","K1414","7"
"J1412","H1105","2"
"J1412","J1126","10"
"J1412","J1401","1"
"J1412","J1403","8"
"J1412","J1406","11"
"J1412","J1502","4"
"J1412","K1106","9"
"J1412","K1403","3"
"J1412","K1411","5"
"J1412","K1415","6"
"J1412","M1880","7"
"J1413","J1403","1"
"J1413","J1408","2"
"J1413","K1105","6"
"J1413","K1204","5"
"J1413","K1301","8"
"J1413","K2111","3"
"J1413","K2114","7"
"J1413","M1402","4"
"J1414","G1208","1"
"J1414","G1216","2"
"J1414","G1217","3"
"J1414","G1233","4"
"J1414","G1406","8"
"J1414","J1509","5"
"J1414","K2102","6"
"J1414","K2142","7"
"J1415","D1211","7"
"J1415","G1208","2"
"J1415","G1216","5"
"J1415","G1217","3"
"J1415","G1233","4"
"J1415","J1403","1"
"J1415","J1404","8"
"J1415","J1408","9"
"J1415","J1412","11"
"J1415","J1414","10"
"J1415","M1610","6"
"J1501","D1203","5"
"J1501","J1304","1"
"J1501","J1305","2"
"J1501","J1506","8"
"J1501","K1208","6"
"J1501","K1305","7"
"J1501","K1306","3"
"J1501","K2111","9"
"J1501","M1609","4"
"J1501","M1612","10"
"J1502","J1505","6"
"J1502","J1509","3"
"J1502","K1201","7"
"J1502","K1403","2"
"J1502","K1404","9"
"J1502","K1408","5"
"J1502","K2111","1"
"J1502","M1302","4"
"J1502","M1503","8"
"J1503","J1104","4"
"J1503","J1502","6"
"J1503","J1504","2"
"J1503","J1505","5"
"J1503","J1506","3"
"J1503","J1507","1"
"J1504","J1104","5"
"J1504","J1502","6"
"J1504","J1503","1"
"J1504","J1505","4"
"J1504","J1506","3"
"J1504","J1507","2"
"J1504","K1301","7"
"J1505","D1405","6"
"J1505","J1503","7"
"J1505","J1504","8"
"J1505","J1506","5"
"J1505","J1507","9"
"J1505","J1511","10"
"J1505","J1512","1"
"J1505","K1201","2"
"J1505","K1301","3"
"J1505","K2111","4"
"J1506","J1306","7"
"J1506","J1403","10"
"J1506","J1406","5"
"J1506","J1412","6"
"J1506","J1502","2"
"J1506","J1504","3"
"J1506","J1508","4"
"J1506","J1510","1"
"J1506","K2111","9"
"J1506","M1609","8"
"J1507","J1502","5"
"J1507","J1503","3"
"J1507","J1504","2"
"J1507","J1505","4"
"J1507","J1506","1"
"J1507","K1301","7"
"J1507","K1307","6"
"J1508","C1106","8"
"J1508","J1104","5"
"J1508","J1502","1"
"J1508","J1503","4"
"J1508","J1504","3"
"J1508","J1509","9"
"J1508","J1510","2"
"J1508","K1407","6"
"J1508","K1408","10"
"J1508","K2111","7"
"J1509","J1105","1"
"J1509","J1106","8"
"J1509","J1502","2"
"J1509","K1403","3"
"J1509","K1407","9"
"J1509","K1408","4"
"J1509","K1409","5"
"J1509","M1302","6"
"J1509","M1504","7"
"J1510","D1412","6"
"J1510","J1502","1"
"J1510","J1504","9"
"J1510","J1505","4"
"J1510","J1506","8"
"J1510","J1508","3"
"J1510","J1509","5"
"J1510","K1407","2"
"J1510","K2111","7"
"J1511","J1304","1"
"J1511","J1413","2"
"J1511","J1502","3"
"J1511","J1505","4"
"J1511","J1506","5"
"J1511","J1512","6"
"J1511","K1201","7"
"J1511","K1301","8"
"J1511","K2111","9"
"J1511","K2113","10"
"J1512","J1502","8"
"J1512","J1505","3"
"J1512","J1506","7"
"J1512","J1511","2"
"J1512","K1301","5"
"J1512","K2111","4"
"J1512","M1412","6"
"J1512","M1609","9"
"J1512","M1617","1"
"K1101","J1502","12"
"K1101","K1102","3"
"K1101","K1103","6"
"K1101","K1104","1"
"K1101","K1201","7"
"K1101","K1202","4"
"K1101","K1204","8"
"K1101","K1205","2"
"K1101","K1206","9"
"K1101","K1207","5"
"K1101","K1301","11"
"K1101","K1305","10"
"K1102","C1205","3"
"K1102","K1413","8"
"K1102","K1508","2"
"K1102","K1903","6"
"K1102","K1904","4"
"K1102","K2108","7"
"K1102","K2113","5"
"K1102","M1210","1"
"K1103","E1109","5"
"K1103","K1106","1"
"K1103","K1803","2"
"K1103","K1809","3"
"K1103","K2101","6"
"K1103","K2111","7"
"K1103","M1427","4"
"K1104","J1131","3"
"K1104","J1412","2"
"K1104","K1103","5"
"K1104","K1105","4"
"K1104","K2111","1"
"K1104","K2127","6"
"K1105","K1101","1"
"K1105","K1103","2"
"K1105","K1201","3"
